month,day,season,transexp,distance,servtime,age,childen,bmi,absenttime
5,4,3,225,26,9,28,1,24,3
5,5,3,330,16,4,28,0,25,8
5,5,3,235,16,8,32,0,25,2
5,5,3,291,31,12,40,1,25,2
5,6,3,179,26,9,30,0,19,2
5,2,3,361,52,3,28,1,27,8
5,4,3,155,12,14,34,2,25,2
5,6,3,179,22,17,40,2,22,8
5,6,3,155,12,14,34,2,25,8
5,2,3,225,26,9,28,1,24,1
6,4,3,118,15,24,46,2,25,8
6,4,3,179,26,9,30,0,19,3
6,6,3,118,10,10,37,0,28,8
6,4,3,118,10,10,37,0,28,8
6,5,3,378,49,11,36,2,21,8
6,5,3,118,13,18,50,1,31,24
6,6,3,233,51,1,31,1,21,8
6,6,3,179,26,9,30,0,19,2
6,2,3,235,29,12,48,1,33,0
6,2,3,268,11,8,33,0,25,0
6,5,3,118,13,18,50,1,31,3
6,5,3,179,26,9,30,0,19,2
6,5,3,291,31,12,40,1,25,2
6,2,1,179,26,9,30,0,19,3
6,2,1,118,10,10,37,0,28,3
6,5,1,233,51,1,31,1,21,8
6,6,1,118,10,10,37,0,28,2
6,4,1,118,10,10,37,0,28,3
6,4,1,233,51,1,31,1,21,3
7,4,1,235,20,13,43,1,38,4
7,6,1,233,51,1,31,1,21,2
7,2,1,228,14,16,58,2,22,8
7,2,1,118,10,10,37,0,28,4
7,3,1,228,14,16,58,2,22,120
7,3,1,189,29,13,33,2,25,16
7,4,1,118,10,10,37,0,28,2
7,4,1,361,52,3,28,1,27,8
7,4,1,225,26,9,28,1,24,8
7,2,1,369,17,12,31,3,25,80
7,3,1,289,36,13,33,2,30,8
7,3,1,235,11,14,37,1,29,4
